         96116814 function calls (96095838 primitive calls) in 44.675 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        1    0.000    0.000    0.000    0.000 art3d.py:76(Text3D)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
       11    0.000    0.000    0.000    0.000 weakref.py:451(get)
        2    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
       55    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
        8    0.000    0.000    0.000    0.000 __init__.py:56(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:434(BakomaFonts)
       10    0.000    0.000    0.000    0.000 axis.py:2259(_make_getset_interval)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
       28    0.000    0.000    0.000    0.000 core.py:696(<genexpr>)
      100    0.000    0.000    0.000    0.000 type_check.py:116(_real_dispatcher)
       77    0.000    0.000    0.000    0.000 const_random_variable.py:17(psi)
        1    0.000    0.000    0.000    0.000 axis.py:2289(XAxis)
        1    0.000    0.000    0.000    0.000 linalg.py:43(EighResult)
        1    0.000    0.000    0.000    0.000 pickle.py:401(_Pickler)
        1    0.000    0.000    0.000    0.000 threading.py:1022(_set_tstate_lock)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        7    0.000    0.000    0.000    0.000 hatch.py:182(_validate_hatch_pattern)
       88    0.000    0.000    0.000    0.000 inspect.py:3079(return_annotation)
       30    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:442(LibraryLoader)
        1    0.000    0.000    0.000    0.000 axis.py:2527(YAxis)
        2    0.000    0.000    0.000    0.000 contextlib.py:463(_create_cb_wrapper)
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:100(split)
       22    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1577(_BaseV6)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        3    0.000    0.000    0.000    0.000 core.py:587(filled)
        2    0.000    0.000    0.000    0.000 tokenize.py:343(find_cookie)
        3    0.000    0.000    0.000    0.000 _methods.py:55(_any)
        1    0.000    0.000    0.000    0.000 linalg.py:47(QRResult)
        1    0.000    0.000    0.000    0.000 _decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:583(_can_use)
        6    0.000    0.000    0.000    0.000 deprecation.py:239(__init__)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
       70    0.000    0.000    0.000    0.000 axis.py:355(<genexpr>)
       26    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
       19    0.000    0.000    0.000    0.000 {built-in method math.cos}
        2    0.000    0.000    0.000    0.000 pyplot.py:1008(get_fignums)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3207(update)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:2004(suppress_warnings)
       47    0.000    0.000    0.000    0.000 core.py:4266(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 rcsetup.py:286(_validate_color_or_linecolor)
        5    0.000    0.000    0.000    0.000 inspect.py:1462(repl)
       15    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        1    0.000    0.000    0.000    0.000 polynomial.py:1077(poly1d)
       19    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
        1    0.000    0.000    0.000    0.000 dviread.py:65(Text)
        1    0.000    0.000    0.000    0.000 _testutils.py:101(_TestPythranFunc)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 _tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1357(_ActionsContainer)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       34    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       10    0.000    0.000    0.000    0.000 core.py:3685(parseImpl)
        5    0.000    0.000    0.000    0.000 legend_handler.py:193(get_xdata)
       20    0.000    0.000    0.000    0.000 inspect.py:3099(<genexpr>)
        1    0.000    0.000    0.000    0.000 linalg.py:51(SlogdetResult)
        1    0.000    0.000    0.000    0.000 random_process.py:8(RandomProcess)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        5    0.000    0.000    0.000    0.000 transforms.py:132(__getstate__)
        2    0.000    0.000    0.000    0.000 axis.py:786(get_transform)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:1693(_process_projection_requirements)
        1    0.000    0.000    0.000    0.000 cm.py:390(ScalarMappable)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:21(FigureCanvasMac)
        1    0.000    0.000    0.000    0.000 figure.py:2149(SubFigure)
        1    0.000    0.000    0.000    0.000 ast.py:78(_convert_signed_num)
        4    0.000    0.000    0.000    0.000 spines.py:208(register_axis)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1167(interval)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
       47    0.000    0.000    0.000    0.000 core.py:4267(<genexpr>)
        1    0.000    0.000    0.000    0.000 figure.py:3047(get_size_inches)
        4    0.000    0.000    0.000    0.000 tempered_stable_random_variable.py:85(get_nu_compensation)
        4    0.000    0.000    0.000    0.000 typing.py:1389(__mro_entries__)
        1    0.000    0.000    0.000    0.000 collections.py:961(_CollectionWithSizes)
       33    0.000    0.000    0.000    0.000 core.py:4563(recurse)
        2    0.000    0.000    0.000    0.000 rcsetup.py:406(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 font_manager.py:649(__eq__)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1279(_sanity_check)
       17    0.000    0.000    0.000    0.000 results.py:260(__iter__)
        1    0.000    0.000    0.000    0.000 _constraints.py:302(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 _kdtree.py:287(node)
        1    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        1    0.000    0.000    0.000    0.000 _linprog_simplex.py:1(<module>)
        5    0.000    0.000    0.000    0.000 transforms.py:2308(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:799(null)
        5    0.000    0.000    0.000    0.000 offsetbox.py:672(add_artist)
       10    0.000    0.000    0.000    0.000 _base.py:322(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:1216(Normalize)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
       11    0.000    0.000    0.000    0.000 __init__.py:44(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:63(TestLoader)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 threading.py:850(Thread)
        1    0.000    0.000    0.000    0.000 gridspec.py:531(SubplotSpec)
        1    0.000    0.000    0.000    0.000 widgets.py:3205(RectangleSelector)
        1    0.000    0.000    0.000    0.000 transforms.py:235(frozen)
       89    0.000    0.000    0.000    0.000 inspect.py:2790(annotation)
       37    0.000    0.000    0.000    0.000 multiarray.py:669(result_type)
        4    0.000    0.000    0.000    0.000 rcsetup.py:221(validate_fonttype)
       56    0.000    0.000    0.000    0.000 pathlib.py:176(_select_from)
        1    0.000    0.000    0.000    0.000 font_manager.py:532(FontProperties)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
       42    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 numeric.py:67(zeros_like)
        1    0.000    0.000    0.000    0.000 _dok.py:24(_dok_base)
        5    0.000    0.000    0.000    0.000 version.py:76(__lt__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3409(draw_if_interactive)
       53    0.000    0.000    0.000    0.000 pathlib.py:560(root)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:336(_ExpmPadeHelper)
       36    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:274(__init__)
        3    0.000    0.000    0.000    0.000 sum_of_independent_random_variable.py:10(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:2238(_strip_annotations)
       14    0.000    0.000    0.000    0.000 typing.py:920(__hash__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1744(_fix_ipython_backend2gui)
        1    0.000    0.000    0.000    0.000 textpath.py:293(TextPath)
        1    0.000    0.000    0.000    0.000 _base.py:1761(set_box_aspect)
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 spectrally_negative_levy_random_variable.py:9(SpectrallyNegativeLevyRandomVariable)
        1    0.000    0.000    0.000    0.000 legend_handler.py:633(__init__)
       26    0.000    0.000    0.000    0.000 dataclasses.py:309(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:310(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 widgets.py:2177(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:407(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        9    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 rk.py:405(DOP853)
       50    0.000    0.000    0.000    0.000 function_base.py:1602(_angle_dispatcher)
        1    0.000    0.000    0.000    0.000 colors.py:97(ColorSequenceRegistry)
       13    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 legend_handler.py:94(adjust_drawing_area)
       15    0.000    0.000    0.000    0.000 typing.py:466(__repr__)
        1    0.000    0.000    0.000    0.000 core.py:3474(White)
        1    0.000    0.000    0.000    0.000 main.py:57(TestProgram)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:2743(Word)
       38    0.000    0.000    0.000    0.000 patches.py:767(rotation_point)
        9    0.000    0.000    0.000    0.000 enum.py:811(__members__)
        9    0.000    0.000    0.000    0.000 typing.py:1046(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1460(IPv4Network)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1331(__init__)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 ast.py:74(_convert_num)
        4    0.000    0.000    0.000    0.000 spectrally_negative_levy_random_process.py:8(__init__)
        2    0.000    0.000    0.000    0.000 figure.py:2736(axes)
        1    0.000    0.000    0.000    0.000 tempered_stable_random_variable.py:9(TemperedTotallySkewedStableRandomVariable)
       13    0.000    0.000    0.000    0.000 _internal.py:920(npy_ctypes_check)
        4    0.000    0.000    0.000    0.000 _parser.py:258(getwhile)
        1    0.000    0.000    0.000    0.000 numbers.py:319(Integral)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 sysconfig.py:461(_get_sysconfigdata_name)
        5    0.000    0.000    0.000    0.000 typing.py:2081(runtime_checkable)
        1    0.000    0.000    0.000    0.000 artist.py:88(_finalize_rasterization)
       50    0.000    0.000    0.000    0.000 fromnumeric.py:1877(_nonzero_dispatcher)
        1    0.000    0.000    0.000    0.000 utils.py:2498(_get_glibc_version)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:5260(SkipTo)
        8    0.000    0.000    0.000    0.000 core.py:4983(stopOn)
        1    0.000    0.000    0.000    0.000 threading.py:567(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
        1    0.000    0.000    0.000    0.000 dviread.py:1033(_LuatexKpsewhich)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1348(_get_parent_path)
        1    0.000    0.000    0.000    0.000 Image.py:3414(register_open)
        1    0.000    0.000    0.000    0.000 skewed_stable_random_variable.py:8(SkewedStableRandomVariable)
       35    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
       50    0.000    0.000    0.000    0.000 fromnumeric.py:1232(_argmin_dispatcher)
        3    0.000    0.000    0.000    0.000 __init__.py:1776(getEffectiveLevel)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        7    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1458(DraggableBase)
        1    0.000    0.000    0.000    0.000 _ode.py:103(ode)
       29    0.000    0.000    0.000    0.000 text.py:605(set_wrap)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:24(ImagePalette)
        4    0.000    0.000    0.000    0.000 core.py:5106(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 patches.py:2204(_Style)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
       28    0.000    0.000    0.000    0.000 transforms.py:2119(get_matrix)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1366(__iter__)
        1    0.000    0.000    0.000    0.000 transforms.py:1153(LockableBbox)
       33    0.000    0.000    0.000    0.000 results.py:21(__init__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:158(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:77(destroy_all)
        1    0.000    0.000    0.000    0.000 _coo.py:22(_coo_base)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 _constraints.py:120(LinearConstraint)
       22    0.000    0.000    0.000    0.000 _codata.py:1568(_check_obsolete)
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 core.py:1329(make_mask_descr)
        1    0.000    0.000    0.000    0.000 decorator.py:65(FunctionMaker)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 Image.py:3624(Exif)
        1    0.000    0.000    0.000    0.000 axis3d.py:732(XAxis)
        1    0.000    0.000    0.000    0.000 _parser.py:1005(addgroup)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 core.py:3173(QuotedString)
        1    0.000    0.000    0.000    0.000 _bsr.py:23(_bsr_base)
        1    0.000    0.000    0.000    0.000 offsetbox.py:595(DrawingArea)
       10    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1751(ParserState)
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:403(notify_all)
       17    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 scale_function.py:6(ScaleFunction)
       50    0.000    0.000    0.000    0.000 type_check.py:162(_imag_dispatcher)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 _csr.py:18(_csr_base)
       30    0.000    0.000    0.000    0.000 results.py:251(__contains__)
       37    0.000    0.000    0.000    0.000 function_base.py:19(_linspace_dispatcher)
        3    0.000    0.000    0.000    0.000 rcsetup.py:576(_validate_greaterequal0_lessequal1)
        2    0.000    0.000    0.000    0.000 sysconfig.py:316(get_default_scheme)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
       28    0.000    0.000    0.000    0.000 spines.py:558(__getattr__)
        5    0.000    0.000    0.000    0.000 _base.py:333(_setdefaults)
        3    0.000    0.000    0.000    0.000 __init__.py:53(__get__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:131(_validate_date)
        1    0.000    0.000    0.000    0.000 ticker.py:375(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 collections.py:1378(LineCollection)
       22    0.000    0.000    0.000    0.000 decorator.py:195(<genexpr>)
       33    0.000    0.000    0.000    0.000 version.py:452(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1135(_BaseV4)
        1    0.000    0.000    0.000    0.000 _vertex.py:9(VertexBase)
        5    0.000    0.000    0.000    0.000 transforms.py:137(__setstate__)
        5    0.000    0.000    0.000    0.000 <frozen os>:824(fsdecode)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.display_is_valid}
        2    0.000    0.000    0.000    0.000 transforms.py:2190(__init__)
        1    0.000    0.000    0.000    0.000 core.py:93(__compat__)
       50    0.000    0.000    0.000    0.000 fromnumeric.py:1021(_argsort_dispatcher)
        8    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 traceback.py:377(StackSummary)
        5    0.000    0.000    0.000    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 platform.py:842(uname_result)
        1    0.000    0.000    0.000    0.000 sum_of_independent_random_variable.py:9(SumOfIndependentRandomVariable)
        1    0.000    0.000    0.000    0.000 pyplot.py:366(backend_mod)
        1    0.000    0.000    0.000    0.000 _nonlin.py:584(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 figure.py:2611(set_layout_engine)
        1    0.000    0.000    0.000    0.000 subprocess.py:361(_text_encoding)
        1    0.000    0.000    0.000    0.000 _triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:498(_ThetaShift)
        3    0.000    0.000    0.000    0.000 linalg.py:135(_makearray)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
        2    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        1    0.000    0.000    0.000    0.000 art3d.py:844(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 tempered_spectrally_negative_levy_random_process.py:8(TemperedSpectrallyNegativeLevyRandomProcess)
        1    0.000    0.000    0.000    0.000 tempered_random_process_factory.py:1(<module>)
       26    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
        2    0.000    0.000    0.000    0.000 __init__.py:75(register)
       33    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
       16    0.000    0.000    0.000    0.000 typing.py:1945(<genexpr>)
        1    0.000    0.000    0.000    0.000 gzip.py:139(GzipFile)
        1    0.000    0.000    0.000    0.000 core.py:5076(ZeroOrMore)
       28    0.000    0.000    0.000    0.000 markers.py:458(_set_nothing)
        5    0.000    0.000    0.000    0.000 rcsetup.py:568(_validate_greaterthan_minushalf)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 collections.py:1565(EventCollection)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
       21    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 cbook.py:2175(_backend_module_name)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1090(TimerBase)
        1    0.000    0.000    0.000    0.000 socket.py:664(SocketIO)
       26    0.000    0.000    0.000    0.000 typing.py:2734(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
        1    0.000    0.000    0.000    0.000 base.py:28(OdeSolver)
        1    0.000    0.000    0.000    0.000 inspect.py:1805(_shadowed_dict_from_mro_tuple)
        1    0.000    0.000    0.000    0.000 ticker.py:1305(EngFormatter)
        4    0.000    0.000    0.000    0.000 spines.py:565(__getitem__)
        1    0.000    0.000    0.000    0.000 traceback.py:251(FrameSummary)
        1    0.000    0.000    0.000    0.000 __init__.py:1867(__init__)
        3    0.000    0.000    0.000    0.000 traceback.py:394(extended_frame_gen)
        1    0.000    0.000    0.000    0.000 {built-in method posix.strerror}
        7    0.000    0.000    0.000    0.000 transforms.py:1757(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:2486(Keyword)
       21    0.000    0.000    0.000    0.000 core.py:3780(recurse)
       30    0.000    0.000    0.000    0.000 core.py:4278(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:39(isdir)
        1    0.000    0.000    0.000    0.000 transforms.py:350(width)
        8    0.000    0.000    0.000    0.000 dataclasses.py:349(__set_name__)
       37    0.000    0.000    0.000    0.000 fromnumeric.py:3172(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 argparse.py:1737(ArgumentParser)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        6    0.000    0.000    0.000    0.000 signal.py:49(decorator)
       24    0.000    0.000    0.000    0.000 dviread.py:188(_dispatch)
        1    0.000    0.000    0.000    0.000 gridspec.py:231(_normalize)
        1    0.000    0.000    0.000    0.000 axis.py:523(Ticker)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       21    0.000    0.000    0.000    0.000 deprecation.py:171(__set_name__)
       33    0.000    0.000    0.000    0.000 dataclasses.py:432(<genexpr>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       20    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:345(PngStream)
        1    0.000    0.000    0.000    0.000 model.py:279(ConstPointerType)
        1    0.000    0.000    0.000    0.000 collections.py:1972(_MeshData)
        1    0.000    0.000    0.000    0.000 spectrally_negative_levy_random_process.py:7(SpectrallyNegativeLevyRandomProcess)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 _osx_support.py:314(_override_all_archs)
        1    0.000    0.000    0.000    0.000 {method '_set_window_mode' of '_macosx.FigureManager' objects}
        2    0.000    0.000    0.000    0.000 rcsetup.py:765(_validate_legend_loc)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3371(_Backend)
        1    0.000    0.000    0.000    0.000 text.py:1444(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 patches.py:2480(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:94(rrulebase)
       19    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
       26    0.000    0.000    0.000    0.000 font_manager.py:844(set_file)
       16    0.000    0.000    0.000    0.000 _testutils.py:51(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:249(_ctypes)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 transforms.py:1685(TransformWrapper)
        1    0.000    0.000    0.000    0.000 _csc.py:17(_csc_base)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
       18    0.000    0.000    0.000    0.000 __init__.py:190(change_key)
        1    0.000    0.000    0.000    0.000 transforms.py:2634(__init__)
       26    0.000    0.000    0.000    0.000 core.py:4277(<genexpr>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:118(set_active)
        8    0.000    0.000    0.000    0.000 backend_bases.py:1740(<lambda>)
        4    0.000    0.000    0.000    0.000 core.py:3457(parseImpl)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        1    0.000    0.000    0.000    0.000 offsetbox.py:279(set_offset)
        1    0.000    0.000    0.000    0.000 _tritools.py:11(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 sb_scale_function.py:9(SBScaleFunction)
        1    0.000    0.000    0.000    0.000 rk.py:74(RungeKutta)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 core.py:6540(MaskedConstant)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 colors.py:665(Colormap)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
        1    0.000    0.000    0.000    0.000 __init__.py:645(RcParams)
       24    0.000    0.000    0.000    0.000 patches.py:2265(<genexpr>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        2    0.000    0.000    0.000    0.000 _methods.py:39(_amax)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:101(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 gridspec.py:551(__init__)
        1    0.000    0.000    0.000    0.000 units.py:108(ConversionInterface)
        1    0.000    0.000    0.000    0.000 tfqmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:384(LocalSearchWrapper)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
       10    0.000    0.000    0.000    0.000 _docstring.py:33(__init__)
       34    0.000    0.000    0.000    0.000 core.py:1915(recurse)
        1    0.000    0.000    0.000    0.000 ast.py:69(_raise_malformed_node)
        1    0.000    0.000    0.000    0.000 Image.py:3479(register_extensions)
        1    0.000    0.000    0.000    0.000 skewed_stable_random_process.py:7(TotallySkewedStableRandomProcess)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 ticker.py:815(LogFormatter)
        7    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       22    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 random.py:222(__init_subclass__)
        1    0.000    0.000    0.000    0.000 transforms.py:1077(TransformedBbox)
        1    0.000    0.000    0.000    0.000 polar.py:748(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 report.py:5(ReportBase)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        2    0.000    0.000    0.000    0.000 scale.py:702(get_scale_names)
        6    0.000    0.000    0.000    0.000 text.py:579(_update_clip_properties)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        2    0.000    0.000    0.000    0.000 sysconfig.py:304(get_preferred_scheme)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 case.py:244(_AssertRaisesContext)
